location_name,latitude,longitude,postcode,location_type,Operator
Ayr,55.45820439,-4.626820483,KA7 1TH,mainline_station,Scotrail
Bache,53.20933376,-2.892360673,CH2 1BS,mainline_station,Merseyrail
Baglan,51.61553822,-3.811162313,SA12 8ES,mainline_station,Arriva Trains Wales
Bagshot,51.36436905,-0.688659892,GU19 5AS,mainline_station,South West Trains
Baildon,53.84969683,-1.753714588,BD17 6HS,mainline_station,Northern
Baillieston,55.84470543,-4.114497793,G69 7RN,mainline_station,Scotrail
Balcombe,51.05551334,-0.136932431,RH17 6JQ,mainline_station,GTR
Baldock,51.99288,-0.18756,SG7 5BU,mainline_station,GTR
Balham,51.44322754,-0.152421221,SW12 9SG,mainline_station,GTR
Balloch,56.00291529,-4.583469732,G83 8SS,mainline_station,Scotrail
Balmossie,56.47455611,-2.838952177,DD5 4QH,mainline_station,Scotrail
Bamber Bridge,53.72678683,-2.660769189,PR5 6EA,mainline_station,Northern
Bamford,53.33901464,-1.689082177,S32 1EG,mainline_station,Northern
Banavie,56.84328828,-5.095416228,PH33 7JF,mainline_station,Scotrail
Banbury,52.06031282,-1.328130455,OX16 5AB,mainline_station,Chiltern
Bangor (Gwynedd),53.22229978,-4.135891358,LL57 1LZ,mainline_station,Arriva Trains Wales
Bank Hall,53.43780206,-2.987464984,L20 8BX,mainline_station,Merseyrail
Banstead,51.32934844,-0.213158063,SM7 1PZ,mainline_station,GTR
Barassie,55.5610457,-4.651129008,KA10 6SA,mainline_station,Scotrail
Bardon Mill,54.97449387,-2.346497864,NE47 7HY,mainline_station,Northern
Bare Lane,54.07533066,-2.835940378,LA4 6LL,mainline_station,Northern
Bargeddie,55.8517241,-4.071741852,G69 7TS,mainline_station,Scotrail
Bargoed,51.69230767,-3.229689376,CF81 9AL,mainline_station,Arriva Trains Wales
Barking,51.54004123,0.080793383,IG11 8TU,mainline_station,Cross Country
Barlaston,52.94288578,-2.168112728,ST12 9DQ,mainline_station,West Midlands Trains
Barming,51.2848921,0.478963755,ME16 9NS,mainline_station,Southeastern
Barmouth,52.7229113,-4.056608531,LL42 1LS,mainline_station,Arriva Trains Wales
Barnehurst,51.46484925,0.160876915,DA7 6HQ,mainline_station,Southeastern
Barnes,51.46706806,-0.240724454,SW13 0HT,mainline_station,South West Trains
Barnes Bridge,51.47173404,-0.252064268,SW13 0NP,mainline_station,South West Trains
Barnetby,53.57424146,-0.409705665,DN38 6DG,mainline_station,TransPennine Express
Barnham,50.83089289,-0.639679689,PO22 0ES,mainline_station,GTR
Barnhill,55.87782761,-4.223416311,G21 4NB,mainline_station,Scotrail
Barnsley,53.55462662,-1.477078446,S71 1BP,mainline_station,Northern
Barnstaple,51.07396111,-4.063153416,EX31 2AU,mainline_station,Great Western
Barnt Green,52.36109392,-1.992466617,B45 8PA,mainline_station,West Midlands Trains
Barrhead,55.80373712,-4.397280292,G78 1AA,mainline_station,Scotrail
Barrhill,55.0969965,-4.781779564,KA26 0QF,mainline_station,Scotrail
Barrow Haven,53.6971445,-0.391442806,DN19 7ET,mainline_station,Northern
Barrow-in-Furness,54.1190048,-3.226129301,LA14 5QZ,mainline_station,Northern
Barrow-upon-Soar,52.75028353,-1.149568919,LE12 8US,mainline_station,East Midlands Trains
Barry,51.39678181,-3.284997567,CF62 8AF,mainline_station,Arriva Trains Wales
Barry Docks,51.40244097,-3.260715837,CF63 4LE,mainline_station,Arriva Trains Wales
Barry Island,51.39241248,-3.273376317,CF62 5TH,mainline_station,Arriva Trains Wales
Barry Links,56.49313971,-2.745435354,DD11 1PR,mainline_station,Scotrail
Barton-on-Humber,53.68883974,-0.443251195,DN18 5SJ,mainline_station,Northern
Basildon,51.56811146,0.456795696,SS16 5XY,mainline_station,Cross Country
Basingstoke,51.26835654,-1.087259112,RG21 5NB,mainline_station,South West Trains
Bat & Ball,51.28975825,0.194239522,TN14 5AP,mainline_station,Southeastern
Bath Spa,51.37768276,-2.357034178,BA1 1SU,mainline_station,Great Western
Bathgate,55.89911208,-3.640968553,EH48 1BA,mainline_station,Scotrail
Batley,53.70914805,-1.622728738,WF17 5TA,mainline_station,Northern
Battersby,54.45768979,-1.092979104,TS9 6LT,mainline_station,Northern
Battersea Park,51.47733308,-0.148162967,SW8 4LJ,mainline_station,GTR
Battle,50.91291092,0.494707026,TN33 0DE,mainline_station,Southeastern
Battlesbridge,51.62486557,0.56580343,SS11 7RG,mainline_station,Greater Anglia
Bayford,51.75772,-0.0956,SG13 8PH,mainline_station,GTR
Beaconsfield,51.61129066,-0.643817675,HP9 2PJ,mainline_station,Chiltern
Bearley,52.24442123,-1.750263853,CV37 0EU,mainline_station,West Midlands Trains
Bearsden,55.91714482,-4.332896496,G61 4AN,mainline_station,Scotrail
Bearsted,51.27581786,0.577588734,ME14 4PH,mainline_station,Southeastern
Beasdale,56.8995283,-5.763793188,PH39 4NR,mainline_station,Scotrail
Beaulieu Road,50.85503752,-1.504758891,SO42 7YQ,mainline_station,South West Trains
Beauly,57.47820537,-4.469945682,IV4 7EF,mainline_station,Scotrail
Bebington,53.35767221,-3.003642726,CH63 7LA,mainline_station,Merseyrail
Beccles,52.45854162,1.569508099,NR34 9QJ,mainline_station,Greater Anglia
Beckenham Hill,51.42481875,-0.016509356,SE6 3RE,mainline_station,GTR
Beckenham Junction,51.41150888,-0.027152,BR3 1HY,mainline_station,Southeastern
Bedford,52.1362,-0.47944,MK40 1DR,mainline_station,GTR
Bedford St Johns,52.12949203,-0.467502781,MK42 9AN,mainline_station,West Midlands Trains
Bedhampton,50.85394444,-0.995823664,PO9 1LL,mainline_station,South West Trains
Bedminster,51.44008674,-2.594156901,BS3 4LU,mainline_station,Great Western
Bedworth,52.47931356,-1.467391189,CV12 8JG,mainline_station,West Midlands Trains
Bedwyn,51.37963498,-1.598795279,SN8 5RD,mainline_station,Great Western
Beeston,52.92077475,-1.207661803,NG9 1JU,mainline_station,East Midlands Trains
Bekesbourne,51.26136142,1.136717912,CT4 5EP,mainline_station,Southeastern
Belle Vue,53.46216055,-2.180399301,M18 1AA,mainline_station,Northern
Bellgrove,55.85711966,-4.225428982,G31 1SG,mainline_station,Scotrail
Bellingham,51.43387812,-0.020433206,SE6 3BT,mainline_station,GTR
Bellshill,55.81655045,-4.025178029,ML4 1RJ,mainline_station,Scotrail
Belmont,51.34413926,-0.199487206,SM2 6BH,mainline_station,GTR
Belper,53.02459133,-1.482616227,DE56 1DA,mainline_station,East Midlands Trains
Beltring,51.20470355,0.403498536,TN12 6QH,mainline_station,Southeastern
Belvedere,51.49199068,0.152076006,DA17 6JJ,mainline_station,Southeastern
Bempton,54.12829569,-0.180427625,YO15 1HN,mainline_station,Northern
Ben Rhydding,53.92617737,-1.79742789,LS29 8ET,mainline_station,Northern
Benfleet,51.54394909,0.561723002,SS7 1NF,mainline_station,Cross Country
Bentham,54.11579786,-2.510912928,LA2 7LF,mainline_station,Northern
Bentley (Hants),51.18122986,-0.868130903,GU10 5JZ,mainline_station,South West Trains
Bentley (South Yorks),53.54369067,-1.15155621,DN5 0BE,mainline_station,Northern
Bere Alston,50.4855868,-4.200398271,PL20 7EP,mainline_station,Great Western
Bere Ferrers,50.45085678,-4.181881299,PL20 7JS,mainline_station,Great Western
Berkhamsted,51.76313738,-0.562005134,HP4 2AR,mainline_station,West Midlands Trains
Berkswell,52.39589581,-1.642844919,CV7 7EF,mainline_station,West Midlands Trains
Bermuda Park,52.504479,-1.473879,CV10 7JS,mainline_station,West Midlands Trains
Berney Arms,52.58980986,1.630392836,NR30 1SB,mainline_station,Greater Anglia
Berry Brow,53.62105489,-1.79343383,HD4 7LP,mainline_station,Northern
Berrylands,51.39904691,-0.28071427,KT5 9NX,mainline_station,South West Trains
Berwick (Sussex),50.84037214,0.166026428,BN26 6TB,mainline_station,GTR
Berwick-upon-Tweed,55.77482692,-2.011127048,TD15 1NF,mainline_station,VTEC
Bescar Lane,53.62355392,-2.914683023,L40 9QP,mainline_station,Northern
Bescot Stadium,52.56274493,-1.99110442,WS1 4NH,mainline_station,West Midlands Trains
Betchworth,51.24818664,-0.266974147,RH3 7BZ,mainline_station,Great Western
Bethnal Green,51.52446476,-0.059754817,E2 6JL,mainline_station,London Overground
Betws-y-Coed,53.092088,-3.800879188,LL24 0AE,mainline_station,Arriva Trains Wales
Beverley,53.84230315,-0.42388287,HU17 0AS,mainline_station,Northern
Bexhill,50.84103549,0.477034087,TN40 1EB,mainline_station,GTR
Bexley,51.44080011,0.148229166,DA5 1AQ,mainline_station,Southeastern
Bexleyheath,51.46355285,0.133460723,DA7 4AA,mainline_station,Southeastern
Bicester North,51.90349153,-1.150376878,OX26 6EF,mainline_station,Chiltern
Bicester Village,51.89349443,-1.148065862,OX26 6HU,mainline_station,Chiltern
Bickley,51.40039232,0.044255507,BR1 2EB,mainline_station,Southeastern
Bidston,53.40914752,-3.078570263,CH43 7RF,mainline_station,Merseyrail
Biggleswade,52.08469,-0.26118,SG18 8AL,mainline_station,GTR
Bilbrook,52.6237314,-2.186091807,WV8 1LE,mainline_station,West Midlands Trains
Billericay,51.62889045,0.418635763,CM12 0BP,mainline_station,Greater Anglia
Billingham (Cleveland),54.60632344,-1.278542318,TS23 3TG,mainline_station,Northern
Billingshurst,51.01519557,-0.450295608,RH14 9SE,mainline_station,GTR
Bingham,52.95457509,-0.952051798,NG13 8TF,mainline_station,East Midlands Trains
Bingley,53.84840967,-1.836944749,BD16 2NA,mainline_station,Northern
Birchgrove,51.52174013,-3.203468175,CF14 4SY,mainline_station,Arriva Trains Wales
Birchington-on-sea,51.37749929,1.301424075,CT7 9RD,mainline_station,Southeastern
Birchwood,53.41196101,-2.528015343,WA3 7PU,mainline_station,Northern
Birkbeck,51.40390126,-0.056235874,BR3 4TA,mainline_station,GTR
Birkdale,53.63353433,-3.014715579,PR8 4AF,mainline_station,Merseyrail
Birkenhead Central,53.38900094,-3.019416498,CH41 9DB,mainline_station,Merseyrail
Birkenhead Hamilton Square,53.39471293,-3.013687789,CH41 1AL,mainline_station,Merseyrail
Birkenhead North,53.40484222,-3.057401666,CH41 7AZ,mainline_station,Merseyrail
Birkenhead Park,53.3978198,-3.039179402,CH41 8BT,mainline_station,Merseyrail
Birmingham International,52.45081461,-1.725863394,B40 1PA,mainline_station,Virgin Trains West Coast
Birmingham Moor Street,52.479088,-1.89246908,B4 7UL,mainline_station,Chiltern
Birmingham New Street,52.47819419,-1.898360826,B2 4QA,mainline_station,Network Rail
Birmingham Snow Hill,52.48358956,-1.899820964,B3 2BJ,mainline_station,West Midlands Trains
Bishop Auckland,54.65747215,-1.677565289,DL14 7EJ,mainline_station,Northern
Bishopbriggs,55.90386474,-4.224906239,G64 1PE,mainline_station,Scotrail
Bishops Stortford,51.86669627,0.164908628,CM23 3BL,mainline_station,Greater Anglia
Bishopstone (Sussex),50.78013589,0.082763046,BN25 2RB,mainline_station,GTR
Bishopton (Strathclyde),55.9021483,-4.50156706,PA7 5AD,mainline_station,Scotrail
Bitterne,50.91844496,-1.376987648,SO18 1GG,mainline_station,South West Trains
Blackburn,53.74652637,-2.479127511,BB1 1EX,mainline_station,Northern
Blackheath,51.46576408,0.008302376,SE3 9LE,mainline_station,Southeastern
Blackhorse Road,51.58620755,-0.041245833,E17 6NH,mainline_station,London Underground
Blackpool North,53.82192857,-3.049280829,FY1 2AB,mainline_station,Northern
Blackpool Pleasure Beach,53.78824428,-3.053813568,FY4 1NY,mainline_station,Northern
Blackpool South,53.7986229,-3.049063314,FY4 2FA,mainline_station,Northern
Blackridge,55.883679,-3.750483,EH48 3BW,mainline_station,Scotrail
Blackrod,53.59153702,-2.569533036,BL6 5JH,mainline_station,Northern
Blackwater,51.33181014,-0.777022615,GU17 9AB,mainline_station,Great Western
Blaenau Ffestiniog,52.99456764,-3.938602387,LL41 3HE,mainline_station,Arriva Trains Wales
Blair Atholl,56.7655294,-3.850217553,PH18 5SL,mainline_station,Scotrail
Blairhill,55.86658923,-4.042166208,ML5 1NP,mainline_station,Scotrail
Blake Street,52.604897,-1.844908831,B74 4EB,mainline_station,West Midlands Trains
Blakedown,52.40618415,-2.17635507,DY10 3LF,mainline_station,West Midlands Trains
Blantyre,55.79755181,-4.086413678,G72 9BB,mainline_station,Scotrail
Blaydon,54.96578715,-1.712587399,NE21 4JB,mainline_station,Northern
Bleasby,53.04169182,-0.942482306,NG14 7GD,mainline_station,East Midlands Trains
Bletchley,51.99534498,-0.736316135,MK3 6DZ,mainline_station,West Midlands Trains
Bloxwich,52.61821329,-2.011476946,WS3 2NY,mainline_station,West Midlands Trains
Bloxwich North,52.62567399,-2.019161042,WS3 2NR,mainline_station,West Midlands Trains
Blundellsands & Crosby,53.48769659,-3.03986789,L23 8SE,mainline_station,Merseyrail
Blythe Bridge,52.96816538,-2.066959695,ST11 9JF,mainline_station,East Midlands Trains
Bodmin Parkway,50.44585588,-4.662971107,PL30 4BB,mainline_station,Great Western
Bodorgan,53.20431918,-4.418022835,LL62 5BL,mainline_station,Arriva Trains Wales
Bognor Regis,50.78655324,-0.676179036,PO21 1QF,mainline_station,GTR
Bogston,55.93703054,-4.711389983,PA15 2TF,mainline_station,Scotrail
Bolton,53.57415749,-2.42582971,BL2 1BE,mainline_station,Northern
Bolton-Upon-Dearne,53.51901464,-1.312227491,S63 8NY,mainline_station,Northern
Bookham,51.28873731,-0.384010514,KT23 3JG,mainline_station,South West Trains
Bootle (Cumbria),54.29035629,-3.394902231,LA19 5TA,mainline_station,Northern
Bootle New Strand,53.45301817,-2.995347712,L20 5BW,mainline_station,Merseyrail
Bootle Oriel Road,53.44762574,-2.995221639,L20 7AD,mainline_station,Merseyrail
Bordesley,52.47188154,-1.877764833,B9 4HF,mainline_station,West Midlands Trains
Borough Green & Wrotham,51.29321653,0.306260165,TN15 8BG,mainline_station,Southeastern
Borth,52.4910411,-4.050190046,SY24 5HT,mainline_station,Arriva Trains Wales
Bosham,50.8427348,-0.847436637,PO18 8NG,mainline_station,GTR
Boston,52.97811818,-0.031002264,PE21 3RN,mainline_station,East Midlands Trains
Botley,50.91680133,-1.258806196,SO30 2DY,mainline_station,South West Trains
Bottesford,52.94500577,-0.796014823,NG13 0GT,mainline_station,East Midlands Trains
Bourne End,51.57711651,-0.710471017,SL8 5QH,mainline_station,Great Western
Bournemouth,50.72752854,-1.863941342,BH8 8HX,mainline_station,South West Trains
Bournville,52.4269705,-1.926421682,B30 1LG,mainline_station,West Midlands Trains
Bow Brickhill,52.00431141,-0.696072267,MK17 9JN,mainline_station,West Midlands Trains
Bowes Park,51.60728,-0.11977,N22 4NT,mainline_station,GTR
Bowling,55.93106773,-4.493824427,G60 5AH,mainline_station,Scotrail
Box Hill & Westhumble,51.25400939,-0.328478447,RH5 6BT,mainline_station,GTR
Bracknell,51.41309494,-0.751703019,RG12 1HX,mainline_station,South West Trains
Bradford Forster Square,53.79693456,-1.752961084,BD1 4HY,mainline_station,Northern
Bradford Interchange,53.79108522,-1.749595186,BD1 1TU,mainline_station,Northern
Bradford-on-Avon,51.34490956,-2.252339918,BA15 1DF,mainline_station,Great Western
Brading,50.67835504,-1.138722649,PO36 0EB,mainline_station,Island Line
Braintree,51.87540511,0.556698654,CM7 3QL,mainline_station,Greater Anglia
Braintree Freeport,51.86901047,0.567449428,CM77 8YH,mainline_station,Greater Anglia
Bramhall,53.35998386,-2.162236693,SK7 2DU,mainline_station,Northern
Bramley (Hants),51.33007866,-1.060987012,RG26 5AG,mainline_station,Great Western
Bramley (W Yorks),53.80599077,-1.63810801,LS13 4DU,mainline_station,Northern
Brampton (Cumbria),54.93263673,-2.703813718,CA8 1HW,mainline_station,Northern
Brampton (Suffolk),52.39545244,1.543824133,NR34 8EF,mainline_station,Greater Anglia
Branchton,55.94058491,-4.803539699,PA16 9HA,mainline_station,Scotrail
Brandon,52.45402845,0.62473398,IP27 0BA,mainline_station,Greater Anglia
Branksome,50.72757992,-1.919197826,BH12 1DF,mainline_station,South West Trains
Braystones (Cumbria),54.43954367,-3.543374836,CA21 2YW,mainline_station,Northern
Bredbury,53.42296542,-2.109807325,SK6 2AA,mainline_station,Northern
Breich,55.82730421,-3.668117841,EH55 8JH,mainline_station,Scotrail
Brentford,51.48785748,-0.309064381,TW8 8DT,mainline_station,South West Trains
Brentwood,51.61364578,0.30015354,CM14 4EW,mainline_station,TfL Rail
Bricket Wood,51.70542949,-0.359116315,AL2 3LN,mainline_station,West Midlands Trains
Bridge of Allan,56.15661923,-3.957226282,FK9 4PH,mainline_station,Scotrail
Bridge of Orchy,56.51584582,-4.762977191,PA36 4AD,mainline_station,Scotrail
Bridgend,51.50697643,-3.575296481,CF31 1BN,mainline_station,Arriva Trains Wales
Bridgeton,55.84892913,-4.22607907,G40 1BN,mainline_station,Scotrail
Bridgwater,51.12807318,-2.99028809,TA6 5HB,mainline_station,Great Western
Bridlington,54.08414656,-0.198719149,YO15 3EP,mainline_station,Northern
Brierfield,53.82454874,-2.236946834,BB9 5PU,mainline_station,Northern
Brigg,53.54916351,-0.48611936,DN20 8HX,mainline_station,Northern
Brighouse,53.69821366,-1.779439708,HD6 1LE,mainline_station,Northern
Brighton,50.82895322,-0.141225193,BN1 3XP,mainline_station,GTR
Brimsdown,51.65528087,-0.03103974,EN3 7SH,mainline_station,Greater Anglia
Brinnington,53.43103407,-2.130899716,SK5 8JE,mainline_station,Northern
Bristol Parkway,51.51383574,-2.542659527,BS34 8PU,mainline_station,Great Western
Bristol Temple Meads,51.44914299,-2.581322795,BS1 6QF,mainline_station,Network Rail
Brithdir,51.71030148,-3.2287299,NP24 6XY,mainline_station,Arriva Trains Wales
Briton Ferry,51.63789409,-3.819278922,SA11 2NE,mainline_station,Arriva Trains Wales
Brixton,51.46330207,-0.114179004,SW9 8JB,mainline_station,Southeastern
Broad Green,53.40618138,-2.893466308,L14 3NG,mainline_station,Northern
Broadbottom,53.44099228,-2.016514951,SK14 6AX,mainline_station,Northern
Broadstairs,51.36068061,1.433579788,CT10 1HZ,mainline_station,Southeastern
Brockenhurst,50.81682895,-1.573542545,SO42 7TW,mainline_station,South West Trains
Brockholes,53.59716619,-1.770295861,HD9 7EB,mainline_station,Northern
Brockley,51.46474652,-0.037813935,SE4 2RW,mainline_station,London Overground
Bromborough,53.32184733,-2.987788553,CH63 0JG,mainline_station,Merseyrail
Bromborough Rake,53.32992372,-2.989476735,CH62 7AL,mainline_station,Merseyrail
Bromley Cross (Lancs),53.61376394,-2.409600356,BL7 9AG,mainline_station,Northern
Bromley North,51.40895308,0.017315524,BR1 3NN,mainline_station,Southeastern
Bromley South,51.39994205,0.018356648,BR1 1LX,mainline_station,Southeastern
Bromsgrove,52.32270414,-2.048374392,B60 2LX,mainline_station,West Midlands Trains
Brondesbury,51.54563287,-0.203081283,NW6 7QB,mainline_station,London Overground
Brondesbury Park,51.54035069,-0.210499827,NW6 6RP,mainline_station,London Overground
Brookmans Park,51.72106,-0.20455,AL9 7SS,mainline_station,GTR
Brookwood,51.30375762,-0.635744681,GU24 0ER,mainline_station,South West Trains
Broome,52.42278098,-2.885217916,SY7 0NT,mainline_station,Arriva Trains Wales
Broomfleet,53.74015046,-0.673345968,HU15 1RQ,mainline_station,Northern
Brora,58.01293309,-3.852295093,KW9 6PY,mainline_station,Scotrail
Brough,53.72724433,-0.579439167,HU15 1DZ,mainline_station,TransPennine Express
Broughty Ferry,56.4671506,-2.873149715,DD5 2DX,mainline_station,Scotrail
Broxbourne,51.74691233,-0.011077941,EN10 7AW,mainline_station,Greater Anglia
Bruce Grove,51.59297616,-0.0698303,N17 6QA,mainline_station,London Overground
Brundall,52.61980542,1.439275107,NR13 5LA,mainline_station,Greater Anglia
Brundall Gardens,52.62309579,1.418842092,NR13 5RG,mainline_station,Greater Anglia
Brunstane,55.94250459,-3.100977841,EH15 2NG,mainline_station,Scotrail
Brunswick,53.38217523,-2.975653248,L8 6XP,mainline_station,Merseyrail
Bruton,51.11162818,-2.447079134,BA10 0EH,mainline_station,Great Western
Bryn,53.49945144,-2.648183788,WN4 0AR,mainline_station,Northern
Buckenham (Norfolk),52.59776177,1.47033814,NR13 4HW,mainline_station,Greater Anglia
Buckley,53.16304869,-3.05593636,CH7 3AY,mainline_station,Arriva Trains Wales
Bucknell,52.3575573,-2.948524727,SY7 0AD,mainline_station,Arriva Trains Wales
Buckshaw Parkway,53.672825,-2.66447,PR7 7EY,mainline_station,Northern
Bugle,50.39994328,-4.791841896,PL26 8QP,mainline_station,Great Western
Builth Road,52.16932565,-3.427045119,LD2 3PY,mainline_station,Arriva Trains Wales
Bulwell,52.99971765,-1.196233543,NG6 9AA,mainline_station,East Midlands Trains
Bures,51.97099242,0.769005125,CO8 5HS,mainline_station,Greater Anglia
Burgess Hill,50.95361465,-0.127769062,RH15 9DG,mainline_station,GTR
Burley Park,53.81217572,-1.577912469,LS6 1NA,mainline_station,Northern
Burley-in-Wharfedale,53.90838882,-1.753521668,LS29 4BE,mainline_station,Northern
Burnage,53.42192326,-2.215140157,M20 6FJ,mainline_station,Northern
Burneside (Cumbria),54.35530768,-2.76621552,LA9 6RD,mainline_station,Northern
Burnham (Bucks),51.52350246,-0.646369826,SL1 6JT,mainline_station,Great Western
Burnham-on-Crouch,51.63366373,0.814045173,CM0 8BQ,mainline_station,Greater Anglia
Burnley Barracks,53.79124886,-2.258010878,BB12 0HG,mainline_station,Northern
Burnley Central,53.79352327,-2.244969486,BB11 1DA,mainline_station,Northern
